Hugo_Symbol,TCGA-AC-A2BM-01A-11R-A21T-07,TCGA-A8-A075-01A-11R-A084-07,TCGA-A2-A0EM-01A-11R-A034-07,TCGA-A7-A3J1-01A-11R-A213-07,TCGA-BH-A0BO-01A-23R-A12D-07,TCGA-A8-A08L-01A-11R-A00Z-07,TCGA-AN-A0FW-01A-11R-A034-07,TCGA-E2-A1L9-01A-11R-A13Q-07,TCGA-E2-A15K-01A-11R-A12P-07,TCGA-C8-A8HP-01A-11R-A36F-07,TCGA-AC-A3OD-01A-11R-A21T-07,TCGA-AN-A0AT-01A-11R-A034-07,TCGA-A7-A0DC-01A-11R-A00Z-07,TCGA-AR-A1AU-01A-11R-A12P-07,TCGA-E9-A228-01A-31R-A157-07,TCGA-A2-A0D2-01A-21R-A034-07,TCGA-E2-A1AZ-01A-11R-A12P-07,TCGA-D8-A1XF-01A-11R-A14D-07,TCGA-AR-A1AH-01A-11R-A12D-07,TCGA-AN-A03Y-01A-21R-A00Z-07,TCGA-BH-A0HQ-01A-11R-A034-07,TCGA-A8-A090-01A-11R-A00Z-07,TCGA-AC-A3BB-01A-21R-A19W-07,TCGA-A8-A08B-01A-11R-A00Z-07,TCGA-EW-A1PC-01B-11R-A21T-07,TCGA-A8-A081-01A-11R-A00Z-07,TCGA-C8-A12O-01A-11R-A115-07
C12orf10,1369.04,1183.45,1295.13,1295.13,759.08,967.76,1628.26,1268.46,1477.58,1250.98,830.75,780.44,1331.57,1175.27,1447.15,708.18,429.54,941.27,1030.12,1605.83,1167.14,1096.5,1674.06,890.44,954.43,1183.45,1073.91
CKAP5,1709.26,1467.37,921.88,909.17,551.56,1662.49,866.07,896.64,988.12,1183.45,1467.37,1733.13,1369.04,1923.14,995,1806.78,2434.5,2915.45,2319.15,947.83,780.44,1295.13,525.39,1135.2,1277.29,1437.15,1572.76
CLIC6,198.47,173.85,183.82,50.27,890.44,14.56,10.79,5954.47,84.63,152.28,16.75,19.82,718.08,2720.15,6.46,14.56,23.59,256.78,15.91,29.91,1936.53,7589.61,31.9,22.92,15.56,14.45,5255.91
ZP3,151.22,50.27,295.11,265.87,204.07,242.88,275.28,656.11,162.14,80.01,108.9,371.22,403.5,420.68,112.77,373.81,217.27,718.08,426.57,256.78,1037.29,224.97,217.27,178.77,371.22,400.71,221.86
CPEB1,29.48,6.01,15.22,54.33,27.44,7.63,12.64,11.64,8.45,37.05,49.56,4.7,1.93,41.22,53.57,5.11,15.8,4.54,29.06,41.22,23.25,56.68,31.45,75.64,5.73,4.54,23.59
MTUS2,1.48,10.55,1.33,1.28,6.26,63.89,5.32,11.55,0,145.02,22.1,4.66,1.75,12.74,44.25,0.3,3.23,6.89,6.84,27.64,13.32,6.26,1.91,102.97,0,37.85,15
TOMM6,7911.95,7485.11,5292.48,2664.15,4639.29,8840.04,6607.01,7331.05,6037.61,7966.99,2075.59,9876.98,5594.3,5076.84,8363.13,9474.59,5633.22,4481.23,13033.07,10808.41,6792.79,6079.61,5441.3,9409.14,5995.9,5147.73,4095
GPR137B,318.57,1572.76,819.3,536.45,620.67,1427.22,395.18,796.86,155.5,1066.48,708.18,466.88,275.28,693.58,698.41,175.07,423.61,339.14,764.36,1242.34,775.05,447.82,397.93,559.28,559.28,2104.58,633.73
MZT1,392.44,299.25,480.04,197.09,178.77,384.34,764.36,277.2,303.44,291.04,493.56,363.56,198.47,264.03,665.29,791.35,503.95,603.67,256.78,414.87,234.57,251.48,142.01,258.57,201.25,327.56,267.73
ALDH18A1,1119.56,1950,1331.57,974.5,981.29,1199.98,988.12,1540.37,1709.26,1304.15,1857.6,1286.18,1127.35,1199.98,1594.73,1583.71,3124.78,633.73,2075.59,1111.82,1572.76,1331.57,995,2520.38,1540.37,1909.85,1963.57
PGM2L1,24.28,49.56,76.71,37.85,129.69,146.03,22.59,108.9,23.76,83.45,674.59,94.01,11.47,107.38,79.45,144.01,223.41,159.9,78.89,169.07,54.72,34.26,95.34,110.43,119.26,27.84,81.14
TMEM14E,0,0,0,0,0,1.03,0,0.72,0,0.74,206.94,0,0.35,0,0.39,1.62,0,0,0,0,0,0,0,0,0.34,1.62,0
PGAP3,316.37,420.68,612.11,723.08,567.1,934.76,486.75,450.94,579.04,14663.09,441.64,281.09,587.13,575.03,890.44,242.88,318.57,547.75,198.47,514.56,1104.13,759.08,547.75,5329.3,1487.87,836.53,356.05
GPR83,0.88,1.33,5.23,1.27,1.66,0.62,0.34,0.33,0,0.34,1.68,2.18,1.75,1.03,20.11,0.3,1.28,2.1,0.87,0.67,2.94,1.5,0.64,12,1.41,0.6,0.35
COL7A1,74.06,153.34,303.44,100.13,189.02,339.14,69.52,215.77,69.03,289.02,35.76,273.37,29.27,1030.12,38.4,267.73,166.73,121.79,204.07,43.02,450.94,218.79,158.79,155.5,356.05,66.18,205.5
KRTCAP2,6699.25,6037.61,9740.98,7642.41,5292.48,6652.97,12244.81,12764.83,10014.87,11035.54,2739.08,5872.48,4607.24,5255.91,5751.61,6935.54,7803.01,9215.48,14971.21,17558.94,9540.5,8479.89,8421.31,6699.25,9215.48,5555.65,5751.61
KRT81,7.06,470.14,70.51,98.04,231.32,293.07,18.29,19.68,2.81,21919.61,208.38,2935.74,63.45,79.45,0.74,4607.24,31.22,16.75,5.73,4.21,291.04,72.01,63.89,120.1,136.19,426.57,66.18
TAPBPL,486.75,406.31,400.71,854.13,808,271.48,693.58,426.57,612.11,432.53,384.34,346.29,314.17,432.53,389.72,389.72,1151.06,371.22,387.02,575.03,591.22,476.71,995,441.64,819.3,620.67,493.56
ANAPC11,3716.2,3212.66,3874.05,3372.43,2018.8,5672.41,4419.52,2319.15,3982.99,3395.89,1857.6,4066.71,1662.49,2739.08,3928.15,4736.79,2367.9,3124.78,3395.89,4639.29,4972.34,4328.55,4836.35,3168.41,8901.53,4903.87,3540.14
TCEA1,2956.17,2915.45,1697.45,1551.09,1583.71,1745.2,2209.26,1331.57,1896.65,669.92,1407.55,1896.65,4419.52,2303.12,1819.35,1769.57,2777.33,3614.55,2287.2,4802.93,1745.2,2090.03,1322.37,1331.57,2855.44,1242.34,2032.85
AGAP5,414.87,81.71,70.51,183.82,63.89,72.01,33.54,63,100.13,173.85,130.6,31.45,131.51,76.17,116.78,32.13,88.26,31,84.04,120.94,78.34,68.55,112.77,80.01,60.39,53.95,54.33
TCF25,1781.89,1407.55,1259.69,2400.97,1936.53,1467.37,2303.12,1745.2,1378.57,4736.79,1651,2956.17,1733.13,3589.58,2777.33,3768.09,2271.4,3540.14,819.3,2240.11,2119.22,1407.55,2287.2,1697.45,1697.45,1508.65,2104.58
C9orf66,7.82,6.26,2.34,15.11,15.8,8.58,1.69,2.61,1.2,5.32,11.38,2.81,6.89,8,22.75,1.81,8.85,6.57,1.46,2.34,16.27,4.46,7.82,4.9,8.06,1.23,15.8
TPPP,187.71,36.01,65.72,26.1,105.89,236.21,26.67,10.16,3.96,121.79,54.72,7.57,149.12,38.67,74.58,3.69,6.57,19.39,5.59,29.06,42.71,38.12,18.29,45.21,157.68,5.82,27.05
PHOX2A,0,0.71,0,0,0,0.33,0,0,0,1.06,0,2.29,0,0,4.13,0,0,0,0,0,1.04,0,0.67,0,0,0,0
CGGBP1,1350.18,1119.56,981.29,1135.2,947.83,1242.34,1143.1,967.76,947.83,921.88,1674.06,503.95,995,1030.12,819.3,500.46,1059.11,1015.93,718.08,713.11,679.29,1233.75,679.29,507.46,262.2,1051.79,1167.14
ZMYM6NB,808,305.55,842.36,890.44,620.67,353.59,684.02,1023,988.12,450.94,674.59,1001.93,493.56,688.78,387.02,295.11,909.17,507.46,490.14,194.36,679.29,785.88,848.22,454.09,438.59,547.75,507.46
BDNF,8.45,1.01,1.35,1.6,11.82,0.33,25.72,3.26,0.61,1.36,10.71,0.65,13.72,6.06,7.17,0,1.31,0.62,0.88,1.35,1.35,0.92,0.97,0.32,24.99,2.43,0
DDX53,0.3,0,0,0,0,0,31,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,30.34,0
SLC6A8,1135.2,915.51,679.29,974.5,363.56,842.36,579.04,587.13,283.05,728.11,94.01,1127.35,748.61,967.76,559.28,1159.07,587.13,283.05,1721.16,909.17,283.05,373.81,201.25,1540.37,1498.22,1096.5,1304.15
KCNK7,3.56,11.73,0.46,13.12,13.72,21.01,3,4.62,21.01,20.41,5.45,11.64,2.61,5.54,5.73,12.64,4.58,3.66,49.21,2.61,4.7,1.73,6.89,13.72,7.94,7.17,1.2
SNRPD1,2224.63,2609.3,2119.22,1143.1,1963.57,1427.22,2319.15,2133.97,2520.38,2061.24,733.19,5479.15,1605.83,1322.37,2609.3,3372.43,5913.33,1806.78,4543.8,4481.23,1369.04,1295.13,1175.27,3665.02,2855.44,1697.45,1857.6
BAX,2739.08,2573.36,2255.7,1819.35,1268.46,2796.65,2664.15,1605.83,2816.11,2417.67,493.56,3540.14,2193.99,1870.53,2148.82,5791.62,1745.2,2915.45,2209.26,2645.74,1870.53,1427.22,3081.75,1378.57,4066.71,1769.57,1437.15
ASTE1,124.37,175.07,151.22,154.42,159.9,228.13,176.29,157.68,177.53,139.07,229.72,68.07,84.04,82.29,106.63,49.21,144.01,99.43,108.14,127.89,123.5,120.1,152.28,167.9,244.57,214.27,74.06
MMP8,6.16,2.12,1.06,2.34,0,0,1.77,29.7,0,3.17,38.4,4.94,0.33,0,158.79,2.53,3.06,0.97,0.93,0,4.17,11.04,6.36,0,1.5,0,1.08
HFM1,11.55,0.4,0.4,3.69,5.92,1.38,0.77,2.1,0,1.81,9.56,2.34,0,1.85,3.17,2.25,10,2.58,5.45,1.81,0.75,9.34,3.06,2.32,3.89,0.38,3.26
LGI1,0.29,12.36,0,0.64,4.94,3.41,0.34,0.97,0,0,0,1.87,0.58,0.34,0.99,0.3,3.2,0.3,0,0,21.16,0,0.32,0,0.84,44.57,0.34
C9orf53,0,1.35,1.33,0.96,0,7.94,0,1.95,2.66,0,0,0,0,0,0,4.74,14.67,2.41,7.63,0,0,0,1.28,0,3.08,1.81,1.36
DMRTC1,4.28,0,0,0.67,0,1.95,3.14,5.06,1.85,0.71,4.31,0.34,1.51,0,11.91,1.87,0,4.06,0.31,0,0.69,1.25,1,0,0.89,0.32,1.07
DCUN1D5,470.14,1286.18,669.92,307.69,629.35,387.02,438.59,842.36,384.34,473.41,406.31,748.61,223.41,289.02,500.46,860.08,1617,353.59,2645.74,518.15,403.5,638.15,665.29,1023,525.39,480.04,718.08
RBM12B,318.57,303.44,211.31,256.78,137.14,277.2,224.97,162.14,185.11,52.82,503.95,234.57,234.57,299.25,271.48,211.31,583.07,414.87,197.09,325.29,244.57,332.14,95.34,181.28,197.09,301.33,307.69
ELAC2,660.68,802.41,974.5,1015.93,825,791.35,860.08,748.61,1030.12,854.13,500.46,748.61,1015.93,825,656.11,872.1,791.35,759.08,684.02,1286.18,1199.98,616.37,890.44,607.87,728.11,759.08,808
PGP,397.93,327.56,255,273.37,107.38,143.01,191.67,258.57,432.53,555.41,53.19,244.57,289.02,170.25,379.04,204.07,114.36,454.09,332.14,373.81,281.09,289.02,299.25,384.34,269.6,400.71,384.34
DTNBP1,361.04,583.07,555.41,679.29,493.56,507.46,583.07,384.34,559.28,713.11,262.2,896.64,438.59,466.88,476.71,624.99,423.61,267.73,1119.56,764.36,642.59,555.41,563.18,473.41,665.29,423.61,258.57
MYH14,693.58,429.54,460.44,1059.11,327.56,371.22,748.61,511,318.57,392.44,218.79,1369.04,339.14,1008.9,819.3,1388.16,599.49,1572.76,316.37,128.79,1167.14,693.58,575.03,591.22,1233.75,105.15,417.77
TMEM123,1378.57,7485.11,4450.27,2133.97,4836.35,3372.43,1540.37,2997.45,2148.82,1639.59,3372.43,3639.7,961.07,2835.7,2335.28,4268.94,9876.98,872.1,7485.11,1757.34,3419.52,2451.44,1651,9945.68,2271.4,10014.87,6381.92
GMNN,332.14,616.37,406.31,187.71,204.07,638.15,397.93,291.04,713.11,381.68,289.02,1819.35,629.35,202.66,642.59,1191.69,660.68,532.74,1030.12,591.22,356.05,444.72,169.07,1268.46,1051.79,624.99,395.18
CPN1,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0.97,0
DTL,368.65,229.72,256.78,91.41,51.35,536.45,432.53,172.65,547.75,156.59,406.31,264.03,45.85,114.36,379.04,417.77,323.03,718.08,368.65,543.96,189.02,279.14,77.79,1051.79,555.41,444.72,202.66
GSTM2,1977.24,466.88,738.29,2485.67,1498.22,115.97,144.01,587.13,656.11,395.18,140.04,423.61,1369.04,698.41,123.5,135.24,242.88,113.56,624.99,791.35,967.76,514.56,1781.89,275.28,165.57,91.41,183.82
PIAS4,379.04,493.56,507.46,579.04,536.45,866.07,802.41,540.19,591.22,536.45,476.71,438.59,473.41,466.88,521.76,366.09,159.9,417.77,293.07,429.54,753.83,435.55,769.69,295.11,358.54,497,341.51
TCF24,0.31,1.68,0.35,0,0,0.33,0.68,0,0,0.35,2.51,0.64,0.89,0.36,0.35,0,2.25,0.92,7.88,4.9,0.35,0,0.34,0,14.45,19.25,1.03
RP11-248J23.7,3.14,0,5.32,5.45,0,7.06,0,4.86,1.25,0,2.68,1.66,0,0,2.46,6.06,8.99,0,0,0,0,0,0,0,0.91,0,2.16
RFC1,995,728.11,571.05,616.37,540.19,507.46,457.25,493.56,769.69,417.77,1407.55,511,693.58,743.43,967.76,547.75,486.75,555.41,543.96,693.58,525.39,836.53,389.72,642.59,728.11,624.99,748.61
RNF180,111.21,19.53,78.34,96.68,68.55,40.93,15.34,59.13,8.19,10.63,180.02,36.01,92.7,44.25,55.49,45.53,62.12,11.38,47.84,82.29,68.55,111.21,23.93,3.56,24.11,8.38,42.11
MYO1A,1.55,1.75,0.71,3.35,1.75,3.29,1.07,4.78,3.41,6.01,9.7,2.29,1.85,0,3.47,5.68,4.06,72.01,2.12,1.75,1.04,11.47,1.35,124.37,4.78,4.78,1.43
ANKRD50,329.84,241.19,217.27,202.66,314.17,248,525.39,314.17,98.73,85.22,660.68,127.89,320.8,301.33,363.56,94.67,334.46,1259.69,124.37,137.14,275.28,182.55,150.17,176.29,193.01,2090.03,201.25
L3MBTL1,281.09,54.33,44.89,221.86,75.11,53.57,28.45,58.71,9.63,79.45,149.12,29.27,176.29,195.72,71,53.57,68.55,72.01,66.65,86.43,67.12,47.17,88.26,69.52,147.06,82.29,47.84
OSCAR,84.63,194.36,43.32,111.99,108.14,85.82,30.78,161.02,83.45,237.86,50.63,68.07,4.82,57.49,117.6,113.56,116.78,23.08,37.59,70.01,61.25,325.29,87.03,57.89,35.25,47.17,221.86
NTMT1,583.07,1088.92,842.36,884.29,954.43,995,995,651.58,825,1923.14,339.14,1313.23,753.83,921.88,796.86,1313.23,825,1081.39,503.95,909.17,802.41,540.19,1359.57,902.89,1159.07,808,669.92
HRH3,0.33,0.37,0,0.36,0.37,40.93,0.38,0.37,0,1.06,0,0.35,1.81,0.38,1.38,0.95,29.06,141.02,0.32,0.37,0,0,0,2.53,0,0.34,0
FIG4,111.99,279.14,343.89,224.97,214.27,928.3,220.32,397.93,497,511,460.44,325.29,395.18,273.37,199.85,273.37,323.03,165.57,329.84,189.02,236.21,242.88,231.32,336.79,490.14,325.29,190.34
RP11-108K14.8,4.31,15.68,0,11.55,4.54,4.9,0,4.43,14.45,23.42,9.63,8.51,4.58,2.51,6.89,13.42,5.06,1.91,3.03,15.68,3.14,2.53,4.7,0,2.97,3.17,0
HEPN1,0.83,3.59,4.24,21.47,44.25,0,18.03,3.53,0.83,5.32,16.88,1.19,0,35.25,0.27,0.54,5.77,0,1.08,5.63,1.58,5.36,39.22,0,0,1.45,0.28
DIRAS2,3.2,0.33,0,1.57,1.66,10.08,0.66,0.32,0.58,0.66,4.13,0.3,0,4.35,0.32,0.29,6.01,0,0.85,0,0.32,7.11,0,0,0.56,0.29,5.36
HMGB3,1023,1651,1331.57,379.04,909.17,2417.67,1529.73,1111.82,1044.52,2682.69,273.37,3060.45,830.75,536.45,1498.22,4419.52,3820.7,47.17,2895.31,3349.13,551.56,1572.76,525.39,3820.7,7966.99,3639.7,3081.75
HHIPL1,8.32,54.72,33.78,34.26,21.63,82.87,25.17,42.41,26.86,34.75,14.78,34.75,3.17,30.78,19.39,17.25,48.52,6.73,14.35,13.83,43.32,20.11,51.35,45.53,72.01,7,40.64
KRTAP3-2,0,0,0,1.71,14.24,1.01,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,1.43,0,0,0,3.06,0,0
FGFR1OP2,656.11,769.69,493.56,551.56,748.61,327.56,473.41,684.02,507.46,341.51,808,860.08,490.14,480.04,638.15,334.46,3018.3,638.15,2119.22,503.95,366.09,529.06,493.56,551.56,1081.39,733.19,684.02
BAI3,0.95,0.38,4.74,1.66,6.46,1.31,1.75,1.36,0.95,5.15,8.51,0.67,0,3.5,1.04,0.65,7.88,0.96,1.51,0,1.39,2.18,2.63,0,1.19,0.34,2.12
ATG9A,507.46,532.74,633.73,723.08,466.88,872.1,748.61,470.14,529.06,830.75,403.5,967.76,525.39,796.86,450.94,1088.92,403.5,543.96,941.27,303.44,660.68,679.29,660.68,435.55,579.04,500.46,679.29
PTCRA,2.34,2.66,1.99,12.55,1.33,6.84,4.03,5.5,7.94,18.16,12.36,1.25,0.58,5.06,7.88,12.74,6.41,1.81,1.73,1.66,2.32,3,24.99,14.56,0.57,29.06,3.72
PCDH17,46.18,49.56,67.12,50.63,53.19,71.5,36.79,139.07,49.91,23.59,43.63,27.05,29.27,35,65.72,27.64,149.12,26.1,51.71,38.4,53.95,74.06,50.27,16.75,29.48,40.36,61.68
TRMT10B,171.45,90.77,153.34,303.44,175.07,176.29,126.12,234.57,161.02,98.73,251.48,126.12,229.72,212.78,194.36,88.88,269.6,224.97,130.6,122.64,178.77,124.37,187.71,289.02,277.2,312,100.83
ELN,412,170.25,884.29,2240.11,3690.52,366.09,1001.93,218.79,684.02,579.04,429.54,1151.06,69.52,872.1,190.34,14663.09,6561.36,77.25,4095,432.53,2148.82,297.17,3124.78,35.25,665.29,89.51,389.72
PSD3,36.27,62.12,693.58,185.11,371.22,76.17,748.61,353.59,287.01,10.63,591.22,34.26,87.65,51.71,113.56,51.71,395.18,50.63,102.97,346.29,540.19,29.7,205.5,36.79,135.24,19.11,66.65
VAMP7,483.38,236.21,384.34,267.73,332.14,463.65,457.25,392.44,314.17,165.57,366.09,379.04,351.14,332.14,420.68,295.11,540.19,211.31,620.67,493.56,423.61,543.96,285.03,376.41,417.77,679.29,536.45
MRPL13,1313.23,2384.37,915.51,808,791.35,2417.67,1143.1,1183.45,866.07,1407.55,1199.98,1870.53,2367.9,1397.83,1104.13,1896.65,1909.85,1605.83,941.27,4607.24,1175.27,1628.26,866.07,8305.36,1936.53,2997.45,2682.69
TAS2R43,2.56,0,2.89,0,0,0,2.18,0,0.65,0,19.53,0,0,0,2.86,0.97,1.39,0.66,6.62,1.08,0,0.66,0,0,0.93,1.97,0
SBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GABARAPL1,967.76,460.44,559.28,1096.5,1639.59,647.07,397.93,860.08,217.27,866.07,775.05,785.88,915.51,1277.29,599.49,348.71,2417.67,195.72,679.29,500.46,651.58,743.43,884.29,547.75,226.54,212.78,981.29
CHST14,379.04,305.55,555.41,423.61,318.57,299.25,241.19,536.45,444.72,429.54,127.89,406.31,232.94,406.31,343.89,409.15,204.07,187.71,153.34,206.94,476.71,392.44,620.67,201.25,281.09,384.34,397.93
QPCT,432.53,171.45,70.51,148.09,267.73,115.97,115.16,221.86,75.11,159.9,291.04,297.17,75.64,381.68,265.87,59.55,563.18,341.51,157.68,76.71,101.54,110.43,218.79,224.97,167.9,73.54,166.73
AGAP8,90.14,70.01,36.01,191.67,43.63,78.89,20.86,110.43,49.56,149.12,94.67,60.82,158.79,105.89,142.01,112.77,221.86,41.22,78.89,99.43,54.72,129.69,65.72,82.87,125.24,132.44,38.95
PAM16,1127.35,703.28,780.44,1051.79,406.31,1135.2,1225.22,780.44,1135.2,1583.71,258.57,1066.48,1674.06,693.58,1151.06,647.07,738.29,1359.57,1199.98,1819.35,981.29,1519.15,1119.56,1167.14,733.19,921.88,915.51
SYT13,127.89,6.06,4.03,866.07,6.67,743.43,25.35,63,490.14,1008.9,376.41,8.71,66.18,1378.57,143.01,1.57,127,148.09,121.79,34.26,51.35,51.71,3.56,368.65,202.66,8.71,154.42
PHC2,1286.18,1225.22,1651,2032.85,3589.58,2591.27,1572.76,1697.45,1304.15,1477.58,1051.79,2255.7,1073.91,2502.97,1104.13,2384.37,1628.26,759.08,1662.49,967.76,1519.15,1322.37,1794.29,1044.52,1350.18,902.89,1331.57
CAAP1,189.02,215.77,323.03,295.11,281.09,351.14,269.6,426.57,291.04,171.45,358.54,21.63,265.87,271.48,329.84,199.85,624.99,363.56,189.02,156.59,246.28,187.71,237.86,379.04,392.44,150.17,197.09
PBRM1,656.11,551.56,571.05,511,536.45,470.14,563.18,299.25,403.5,157.68,909.17,297.17,490.14,587.13,334.46,1167.14,373.81,753.83,271.48,373.81,429.54,579.04,241.19,291.04,289.02,583.07,507.46
ARHGEF1,1073.91,878.17,514.56,2400.97,974.5,651.58,921.88,743.43,1674.06,2193.99,603.67,921.88,791.35,915.51,1119.56,1519.15,884.29,836.53,1030.12,1498.22,1268.46,825,2240.11,723.08,1259.69,571.05,536.45
GON4L,954.43,423.61,633.73,1023,890.44,454.09,551.56,551.56,813.63,532.74,1340.84,316.37,426.57,497,426.57,348.71,796.86,591.22,660.68,928.3,769.69,1037.29,738.29,665.29,497,466.88,429.54
DNA2,181.28,152.28,67.12,96.68,24.99,107.38,37.05,44.89,96.68,121.79,194.36,121.79,39.5,48.87,156.59,172.65,346.29,116.78,293.07,65.72,45.85,85.82,42.41,236.21,163.28,231.32,69.03
ZNF484,50.27,54.72,72.52,65.26,95.34,68.55,65.72,98.04,79.45,38.12,346.29,51.71,62.56,50.63,63.89,34.51,60.39,79.45,43.94,20.26,43.94,47.5,38.4,69.03,53.19,87.03,47.5
ZYG11A,12.83,34.26,67.59,21.01,18.43,108.9,21.32,6.16,17,36.01,33.78,34.26,5.54,16.88,38.95,61.25,151.22,94.67,218.79,6.94,27.44,47.5,23.93,63,124.37,39.5,27.44
CYTH2,1508.65,1216.75,1674.06,1059.11,1304.15,947.83,2287.2,796.86,1286.18,884.29,473.41,1199.98,1617,1674.06,1594.73,2090.03,1023,1359.57,1135.2,1674.06,1662.49,1233.75,1936.53,1111.82,1467.37,1030.12,595.34
CRB1,2.34,1,0.33,3.79,1.66,5.28,8.92,12.18,0,3.66,35,3.72,2.03,5.36,3.59,0.89,1.6,3,11.91,3.32,11.38,2.1,2.53,0,3.66,0,0.34
ZNF181,325.29,223.41,208.38,307.69,251.48,166.73,242.88,197.09,205.5,100.13,490.14,287.01,295.11,159.9,426.57,136.19,183.82,193.01,214.27,267.73,293.07,305.55,172.65,438.59,133.36,197.09,178.77
CDNF,102.97,17.25,31.45,90.14,57.89,16.88,19.39,34.02,28.45,66.18,22.92,69.52,108.14,52.08,51.71,27.25,64.34,36.79,59.55,11.21,37.59,34.51,46.84,103.69,25.17,132.44,50.27
ZNF513,327.56,397.93,209.84,417.77,395.18,483.38,166.73,303.44,316.37,785.88,165.57,260.38,289.02,289.02,271.48,167.9,285.03,293.07,366.09,231.32,264.03,178.77,450.94,339.14,426.57,295.11,118.43
ZNF236,151.22,74.06,97.36,117.6,63,78.34,41.81,108.9,87.03,42.41,221.86,82.29,86.43,74.58,81.14,68.55,167.9,120.1,64.34,59.13,77.25,71.5,40.07,92.05,65.26,63.89,65.26
INTS9,273.37,226.54,438.59,277.2,281.09,373.81,397.93,361.04,273.37,209.84,334.46,232.94,228.13,343.89,172.65,242.88,684.02,267.73,521.76,260.38,518.15,395.18,466.88,358.54,490.14,164.42,208.38
SULF2,9740.98,1561.89,2075.59,1781.89,1819.35,1286.18,688.78,12502.12,4639.29,1081.39,830.75,3103.19,1242.34,2287.2,1427.22,3168.41,878.17,1519.15,974.5,1832.01,2485.67,5831.91,5791.62,607.87,497,341.51,4869.99
SULT1A4,432.53,289.02,105.15,447.82,307.69,187.71,759.08,518.15,1331.57,1242.34,152.28,332.14,293.07,316.37,183.82,148.09,356.05,339.14,162.14,226.54,181.28,224.97,368.65,1225.22,348.71,480.04,567.1
RFESD,84.63,63.45,23.59,121.79,50.27,71.5,55.89,60.82,71.5,50.98,49.21,45.21,20.26,43.63,61.68,29.48,125.24,31.22,53.95,70.01,41.81,115.97,84.63,139.07,118.43,92.05,91.41
GOLGA3,669.92,551.56,285.03,476.71,432.53,314.17,361.04,323.03,457.25,718.08,769.69,493.56,417.77,507.46,329.84,463.65,507.46,497,860.08,595.34,518.15,470.14,381.68,327.56,493.56,536.45,591.22
HLA-DQA2,17.9,525.39,275.28,39.22,460.44,872.1,151.22,395.18,536.45,182.55,718.08,346.29,47.84,228.13,89.51,500.46,76.71,20.11,12.83,55.89,291.04,265.87,123.5,348.71,32.13,202.66,194.36
ALDOC,902.89,426.57,384.34,136.19,190.34,1277.29,116.78,124.37,71,341.51,90.77,77.79,825,587.13,607.87,141.02,205.5,255,83.45,293.07,136.19,60.39,144.01,1561.89,358.54,941.27,153.34
EFEMP2,884.29,1697.45,1350.18,1059.11,1331.57,738.29,1008.9,2133.97,836.53,848.22,297.17,579.04,454.09,1250.98,384.34,808,813.63,258.57,466.88,450.94,1350.18,1001.93,2591.27,624.99,669.92,232.94,1477.58
UGT1A4,0,0,0,0,0,0,0,0,0,0.67,0,0.62,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0
LOXL1,1617,2875.3,2664.15,2240.11,2303.12,1250.98,1551.09,5006.93,2739.08,1037.29,363.56,1030.12,325.29,2271.4,638.15,665.29,1216.75,279.14,825,1896.65,2895.31,1340.84,5366.37,1883.54,884.29,514.56,2645.74
RP11-872D17.8,6.46,19.39,12.55,25.72,50.63,34.26,9.48,17.9,6.16,20.11,20.71,11.21,13.62,12.55,16.03,43.94,32.36,23.59,14.89,12.27,14.67,12.36,14.45,88.26,15,3.38,29.06
EP300,583.07,409.15,575.03,642.59,438.59,518.15,417.77,432.53,429.54,158.79,616.37,373.81,579.04,647.07,532.74,217.27,346.29,579.04,265.87,320.8,403.5,441.64,224.97,246.28,277.2,591.22,698.41
CAST,2664.15,2855.44,2303.12,2609.3,4481.23,1277.29,1397.83,3820.7,4802.93,2255.7,1870.53,2609.3,1617,2915.45,1963.57,3349.13,3103.19,1697.45,1709.26,2664.15,2835.7,2758.13,2855.44,2520.38,2047,2018.8,3124.78
SPTBN2,32.82,1447.15,547.75,281.09,195.72,532.74,624.99,197.09,2004.85,426.57,289.02,1143.1,23.42,441.64,684.02,1277.29,624.99,679.29,753.83,693.58,599.49,1135.2,555.41,638.15,457.25,1551.09,287.01
WDR34,629.35,1950,1225.22,1388.16,854.13,4123.49,1721.16,1639.59,3235.01,4010.71,836.53,1583.71,1175.27,1437.15,1991,5751.61,1044.52,2178.83,842.36,1225.22,1674.06,830.75,1844.76,1583.71,2485.67,1508.65,1340.84
SYNGR4,3.82,22.92,5.63,4.13,10.24,460.44,7.69,16.27,20.56,18.16,0.01,14.45,4.1,8.78,16.88,0.92,31.45,16.63,3.47,27.05,4.94,8.65,11.64,0,14.56,16.88,5.77
KLHL13,5.19,19.97,20.11,25.72,103.69,69.52,19.82,12.93,35.76,10.47,351.14,67.12,17.77,110.43,94.01,178.77,114.36,5.92,48.87,11.04,53.19,6.16,75.11,27.84,46.5,4.74,26.1
